price_in_rs,os,display_in_inch,rating,no_of_ratings,no_of_reviews,laptop,processor_manufacturer,processor_generation,number_of_cores,ram_in_gb,storage_type,primary_storage_size
50990,windows 11 operating system,15.6,-1.0,-1.0,-1.0,asus,intel,11,11,8,ssd,512.0
46990,64 bit windows 11 operating system,14.0,3.7,114.0,27.0,infinix,intel,10,10,16,ssd,512.0
147990,windows 11 operating system,17.3,-1.0,-1.0,-1.0,msi,intel,13,13,16,ssd,1000.0
45890,windows 11 operating system,15.0,-1.0,-1.0,-1.0,dell,intel,11,11,8,hdd ssd,1000.0
60490,64 bit windows 10 operating system,15.6,4.5,191.0,20.0,lenovo,amd,1,1,8,ssd,512.0
69990,windows 11 operating system,15.3,-1.0,-1.0,-1.0,hp,amd,1,1,16,ssd,512.0
62490,64 bit windows 10 operating system,14.0,3.9,10.0,0.0,asus,intel,10,10,8,hdd,1000.0
20990,windows 10 operating system,14.0,4.1,14.0,1.0,lenovo,amd,1,1,4,ssd,256.0
41990,64 bit windows 11 operating system,14.0,4.4,2836.0,401.0,asus,intel,11,11,8,ssd,512.0
76490,64 bit windows 10 operating system,15.6,4.4,1006.0,101.0,msi,intel,11,11,8,ssd,512.0
191990,64 bit windows 11 operating system,13.4,-1.0,-1.0,-1.0,asus,intel,12,12,16,ssd,1000.0
42890,64 bit windows 11 operating system,15.6,4.2,913.0,107.0,dell,intel,10,10,8,hdd ssd,1000.0
49890,64 bit windows 11 operating system,15.6,3.9,125.0,13.0,dell,amd,1,1,8,ssd,512.0
69490,64 bit windows 11 operating system,14.0,3.8,21.0,4.0,hp,intel,11,11,16,ssd,512.0
110990,64 bit windows 11 operating system,15.6,4.4,40.0,7.0,msi,intel,12,12,16,ssd,1000.0
62990,64 bit windows 10 operating system,15.6,4.3,740.0,70.0,lenovo,intel,10,10,8,ssd,512.0
64490,windows 11 operating system,14.0,-1.0,-1.0,-1.0,dell,intel,12,12,8,ssd,512.0
28990,64 bit windows 10 operating system,15.6,4.0,5344.0,705.0,asus,intel,7,7,4,hdd,1000.0
42990,64 bit windows 10 operating system,15.6,4.1,238.0,27.0,dell,intel,10,10,8,hdd,1000.0
91958,windows 11 operating system,14.0,-1.0,-1.0,-1.0,dell,intel,12,12,16,ssd,512.0
59990,64 bit windows 11 operating system,15.6,4.5,313.0,31.0,acer,amd,1,1,8,ssd,512.0
209690,64 bit windows 10 operating system,15.6,5.0,4.0,0.0,asus,intel,8,8,16,ssd,1000.0
74990,64 bit windows 10 operating system,14.0,4.0,97.0,12.0,msi,intel,10,10,16,ssd,512.0
88570,64 bit windows 11 operating system,15.6,-1.0,-1.0,-1.0,hp,intel,12,12,8,ssd,512.0
81600,64 bit windows 11 operating system,13.3,4.3,8.0,0.0,hp,amd,1,1,16,ssd,1000.0
122990,64 bit windows 11 operating system,15.6,4.1,32.0,3.0,asus,intel,12,12,16,ssd,1000.0
47990,windows 11 operating system,15.6,4.5,17.0,4.0,lenovo,amd,1,1,8,ssd,512.0
35990,64 bit windows 10 operating system,15.6,-1.0,-1.0,-1.0,asus,intel,11,11,8,ssd,256.0
30650,64 bit windows 10 operating system,14.1,3.5,74.0,12.0,asus,intel,10,10,4,hdd,1000.0
52575,64 bit windows 10 operating system,15.6,4.4,845.0,117.0,hp,amd,1,1,8,ssd,512.0
37890,windows 10 operating system,15.6,5.0,1.0,1.0,lenovo,intel,10,10,4,ssd,256.0
45990,windows 11 operating system,15.6,-1.0,-1.0,-1.0,dell,intel,11,11,8,ssd,512.0
39890,windows 11 operating system,15.6,3.7,6.0,0.0,hp,intel,11,11,8,ssd,512.0
33990,64 bit windows 10 operating system,14.0,4.3,5546.0,790.0,asus,intel,7,7,4,ssd,256.0
24490,64 bit windows 10 operating system,14.0,3.6,1857.0,268.0,avita,amd,1,1,8,ssd,256.0
63290,64 bit windows 11 operating system,15.6,4.1,125.0,9.0,hp,intel,12,12,16,ssd,512.0
54960,64 bit windows 10 operating system,15.6,4.4,849.0,80.0,hp,intel,11,11,8,ssd,512.0
61200,64 bit windows 11 operating system,14.0,-1.0,-1.0,-1.0,lenovo,amd,1,1,16,ssd,512.0
71490,64 bit windows 11 operating system,16.0,-1.0,-1.0,-1.0,dell,intel,12,12,16,ssd,512.0
67990,64 bit windows 11 operating system,15.6,4.3,222.0,25.0,acer,amd,1,1,8,ssd,512.0
99990,64 bit windows 10 operating system,13.3,4.3,30.0,7.0,asus,intel,8,8,16,ssd,512.0
104405,windows 11 operating system,15.6,-1.0,-1.0,-1.0,asus,intel,12,12,16,ssd,1000.0
94990,64 bit windows 11 operating system,17.3,4.4,105.0,18.0,asus,intel,12,12,16,ssd,512.0
43390,windows 11 operating system,14.0,-1.0,-1.0,-1.0,hp,intel,11,11,8,ssd,512.0
99990,windows 11 operating system,13.4,-1.0,-1.0,-1.0,dell,intel,12,12,16,ssd,512.0
160180,64 bit windows 11 operating system,16.1,-1.0,-1.0,-1.0,hp,amd,1,1,32,ssd,1000.0
26990,64 bit windows 10 operating system,15.6,4.3,1654.0,225.0,asus,amd,1,1,4,ssd,256.0
174990,windows 11 operating system,16.0,-1.0,-1.0,-1.0,asus,intel,12,12,16,ssd,512.0
41960,64 bit windows 10 operating system,15.6,4.3,545.0,68.0,hp,intel,11,11,8,ssd,512.0
68990,windows 11 operating system,15.6,4.3,222.0,25.0,acer,amd,1,1,8,hdd ssd,1000.0
149610,64 bit windows 11 operating system,15.6,4.8,5.0,1.0,asus,intel,12,12,16,ssd,1000.0
63990,64 bit windows 10 operating system,15.6,4.3,652.0,85.0,asus,intel,11,11,16,hdd ssd,1000.0
27990,64 bit windows 11 operating system,14.0,4.1,114.0,15.0,lenovo,amd,1,1,4,ssd,256.0
68990,64 bit windows 11 operating system,15.6,4.6,8.0,3.0,gigabyte,intel,11,11,16,ssd,512.0
60490,64 bit windows 10 operating system,15.6,4.5,912.0,122.0,lenovo,amd,1,1,8,hdd ssd,1000.0
69351,64 bit windows 10 operating system,14.0,4.2,6.0,3.0,acer,intel,8,8,8,ssd,512.0
261990,64 bit windows 11 operating system,16.0,-1.0,-1.0,-1.0,asus,amd,1,1,32,ssd,1000.0
79000,64 bit windows 10 operating system,15.6,4.6,10.0,1.0,hp,intel,11,11,16,ssd,512.0
64000,64 bit windows 11 operating system,15.6,3.9,70.0,7.0,hp,amd,1,1,8,ssd,512.0
40699,windows 11 operating system,15.6,-1.0,-1.0,-1.0,hp,intel,11,11,8,ssd,512.0
269990,64 bit windows 10 operating system,15.6,4.8,8.0,1.0,asus,intel,10,10,32,ssd,1000.0
25990,64 bit windows 10 operating system,14.0,4.1,944.0,93.0,lenovo,intel,1,1,4,ssd,256.0
50600,64 bit windows 10 operating system,15.6,4.4,210.0,30.0,hp,amd,1,1,8,ssd,512.0
108290,64 bit windows 11 operating system,16.1,4.3,39.0,6.0,hp,amd,1,1,16,ssd,512.0
37990,64 bit dos operating system,15.6,3.7,128.0,16.0,lenovo,intel,11,11,8,ssd,256.0
38990,64 bit windows 11 operating system,14.1,4.3,25.0,3.0,asus,intel,11,11,8,ssd,512.0
35960,64 bit windows 11 operating system,15.6,4.5,4.0,0.0,hp,amd,1,1,8,ssd,512.0
80000,64 bit windows 10 operating system,15.6,4.6,35.0,6.0,hp,amd,1,1,8,hdd ssd,1000.0
30990,64 bit windows 11 operating system,14.0,4.0,106.0,13.0,asus,intel,11,11,4,ssd,256.0
45990,64 bit windows 11 operating system,15.6,4.4,494.0,72.0,asus,intel,11,11,8,hdd ssd,1000.0
50890,64 bit windows 11 operating system,15.6,-1.0,-1.0,-1.0,dell,amd,1,1,8,ssd,512.0
85990,64 bit windows 10 operating system,14.0,4.2,34.0,5.0,dell,amd,1,1,16,ssd,512.0
122560,windows 11 operating system,16.2,-1.0,-1.0,-1.0,hp,amd,1,1,16,ssd,512.0
73990,64 bit windows 10 operating system,17.3,4.8,12.0,0.0,asus,intel,10,10,8,ssd,512.0
121677,64 bit windows 11 operating system,16.1,-1.0,-1.0,-1.0,hp,amd,1,1,16,ssd,512.0
39990,windows 11 operating system,15.6,4.1,29.0,2.0,lenovo,intel,11,11,8,ssd,512.0
63331,64 bit windows 11 operating system,16.0,-1.0,-1.0,-1.0,dell,amd,1,1,8,ssd,512.0
43490,64 bit windows 10 operating system,15.6,4.0,308.0,42.0,dell,intel,11,11,8,hdd,1000.0
25990,chrome operating system,14.0,4.1,209.0,29.0,asus,intel,1,1,4,hdd,1000.0
136000,64 bit windows 11 operating system,16.1,-1.0,-1.0,-1.0,hp,amd,1,1,16,ssd,1000.0
81990,64 bit windows 10 operating system,14.0,-1.0,-1.0,-1.0,asus,intel,8,8,8,hdd,1000.0
119990,64 bit windows 10 operating system,14.0,4.0,1.0,1.0,acer,intel,7,7,8,ssd,256.0
130500,64 bit windows 11 operating system,16.0,-1.0,-1.0,-1.0,asus,amd,9,9,16,ssd,1000.0
86000,64 bit windows 10 operating system,13.3,-1.0,-1.0,-1.0,lenovo,intel,8,8,8,ssd,512.0
79990,64 bit windows 10 operating system,13.3,3.0,2.0,1.0,asus,amd,1,1,16,ssd,1000.0
59990,dos operating system,15.6,3.5,6.0,1.0,msi,intel,7,7,8,hdd,1000.0
119990,windows 11 operating system,14.0,-1.0,-1.0,-1.0,lenovo,intel,12,12,16,ssd,512.0
84990,64 bit windows 11 operating system,15.6,4.1,35.0,5.0,dell,intel,12,12,16,ssd,512.0
189990,windows 11 operating system,15.6,-1.0,-1.0,-1.0,asus,amd,1,1,16,ssd,1000.0
74990,64 bit windows 10 operating system,13.3,3.3,3.0,1.0,lenovo,intel,8,8,8,ssd,512.0
68690,64 bit windows 10 operating system,15.6,4.4,479.0,57.0,hp,intel,11,11,8,hdd ssd,1000.0
92070,windows 11 operating system,14.0,-1.0,-1.0,-1.0,hp,intel,12,12,16,ssd,512.0
57890,64 bit windows 11 operating system,14.0,-1.0,-1.0,-1.0,dell,amd,1,1,16,ssd,512.0
180990,64 bit windows 10 operating system,17.3,4.5,27.0,6.0,msi,intel,11,11,16,ssd,1000.0
62990,windows 11 operating system,14.0,-1.0,-1.0,-1.0,hp,intel,12,12,8,ssd,512.0
136590,64 bit windows 10 operating system,13.3,-1.0,-1.0,-1.0,hp,intel,8,8,8,ssd,256.0
73070,64 bit windows 11 operating system,15.6,-1.0,-1.0,-1.0,hp,intel,12,12,16,ssd,512.0
88990,windows 11 operating system,15.6,-1.0,-1.0,-1.0,asus,intel,11,11,16,ssd,512.0
40250,64 bit windows 10 operating system,15.6,4.1,1147.0,119.0,hp,intel,10,10,8,hdd,1000.0
61890,windows 11 operating system,15.6,3.5,6.0,1.0,dell,intel,11,11,8,hdd ssd,1000.0
62180,64 bit windows 11 operating system,15.6,-1.0,-1.0,-1.0,hp,intel,11,11,8,ssd,512.0
97500,64 bit windows 10 operating system,15.6,3.7,3.0,0.0,hp,intel,10,10,16,ssd,512.0
74490,64 bit windows 10 operating system,13.3,4.2,50.0,4.0,asus,intel,8,8,8,ssd,512.0
167990,64 bit windows 11 operating system,13.4,-1.0,-1.0,-1.0,asus,amd,1,1,32,ssd,1000.0
73990,64 bit windows 10 operating system,15.6,4.0,15.0,5.0,lenovo,amd,1,1,8,ssd,512.0
104990,windows 11 operating system,14.0,-1.0,-1.0,-1.0,asus,intel,12,12,16,ssd,512.0
149990,64 bit windows 10 operating system,15.6,4.1,10.0,3.0,msi,intel,8,8,16,ssd,512.0
42800,64 bit windows 11 operating system,15.6,-1.0,-1.0,-1.0,dell,intel,11,11,8,ssd,512.0
85990,64 bit windows 10 operating system,17.3,4.5,1468.0,194.0,asus,amd,1,1,16,ssd,512.0
59000,64 bit windows 10 operating system,16.1,4.2,9.0,2.0,hp,amd,1,1,8,ssd,512.0
62779,windows 11 operating system,15.6,-1.0,-1.0,-1.0,dell,intel,11,11,8,ssd,512.0
46490,64 bit windows 10 operating system,15.6,-1.0,-1.0,-1.0,dell,intel,11,11,8,hdd ssd,1000.0
129990,mac os operating system,13.3,4.5,481.0,50.0,apple,apple,1,1,8,ssd,512.0
72990,64 bit windows 10 operating system,15.6,-1.0,-1.0,-1.0,hp,amd,1,1,8,ssd,512.0
176990,windows 11 operating system,14.0,-1.0,-1.0,-1.0,asus,amd,1,1,16,ssd,1000.0
59990,64 bit windows 10 operating system,15.6,4.5,5145.0,564.0,asus,intel,10,10,8,ssd,512.0
44990,windows 11 operating system,15.6,-1.0,-1.0,-1.0,dell,intel,11,11,8,hdd ssd,1000.0
61000,64 bit windows 11 operating system,15.6,3.8,45.0,6.0,hp,intel,12,12,8,ssd,512.0
31490,64 bit windows 11 operating system,15.6,3.7,36.0,3.0,hp,amd,1,1,8,ssd,256.0
99990,64 bit windows 10 operating system,15.0,3.8,9.0,0.0,microsoft,amd,1,1,8,ssd,128.0
166990,64 bit windows 11 operating system,15.6,-1.0,-1.0,-1.0,asus,amd,1,1,16,ssd,1000.0
28960,windows 11 operating system,14.0,-1.0,-1.0,-1.0,asus,intel,1,1,8,ssd,256.0
94990,64 bit windows 11 operating system,15.6,-1.0,-1.0,-1.0,gigabyte,intel,12,12,16,ssd,512.0
94990,64 bit windows 11 operating system,16.1,-1.0,-1.0,-1.0,hp,amd,1,1,8,ssd,512.0
59990,64 bit windows 10 operating system,15.6,4.5,1197.0,151.0,msi,intel,9,9,8,ssd,512.0
22990,chrome operating system,11.6,4.0,1853.0,287.0,asus,intel,1,1,4,ssd,512.0
42550,windows 11 operating system,15.6,-1.0,-1.0,-1.0,asus,intel,11,11,8,ssd,256.0
29990,64 bit windows 11 operating system,15.6,-1.0,-1.0,-1.0,infinix,intel,10,10,8,ssd,256.0
85499,64 bit windows 11 operating system,15.6,3.5,4.0,1.0,acer,intel,12,12,8,ssd,512.0
67990,windows 11 operating system,16.0,-1.0,-1.0,-1.0,dell,amd,1,1,16,ssd,512.0
152124,64 bit windows 11 operating system,16.0,4.6,49.0,3.0,lenovo,intel,11,11,16,ssd,1000.0
89990,64 bit windows 11 operating system,14.0,-1.0,-1.0,-1.0,lg,intel,12,12,8,ssd,512.0
206490,64 bit windows 10 operating system,15.6,4.3,22.0,3.0,dell,intel,10,10,16,ssd,1000.0
28490,64 bit chrome operating system,11.6,3.6,153.0,22.0,lenovo,intel,1,1,4,ssd,1000.0
45126,64 bit windows 10 operating system,14.0,4.0,1371.0,177.0,dell,intel,8,8,8,hdd,1000.0
239759,64 bit windows 10 operating system,13.3,-1.0,-1.0,-1.0,hp,intel,10,10,16,ssd,512.0
144990,64 bit windows 10 operating system,15.6,4.4,9.0,3.0,asus,intel,11,11,16,ssd,1000.0
65990,64 bit windows 10 operating system,15.6,4.3,76.0,7.0,asus,intel,10,10,8,ssd,512.0
72990,windows 11 operating system,14.0,-1.0,-1.0,-1.0,asus,amd,10,10,16,ssd,512.0
66490,64 bit windows 10 operating system,14.0,4.4,293.0,39.0,dell,amd,1,1,8,ssd,512.0
43090,64 bit windows 11 operating system,35.0,4.2,33.0,7.0,dell,intel,11,11,4,hdd ssd,1000.0
43490,windows 10 operating system,15.6,-1.0,-1.0,-1.0,dell,amd,3rd,3rd,8,ssd,256.0
181890,windows 11 operating system,13.3,-1.0,-1.0,-1.0,lenovo,intel,12,12,16,ssd,1000.0
33490,windows 11 operating system,15.6,3.6,22.0,4.0,lenovo,intel,10,10,8,ssd,256.0
47130,64 bit windows 10 operating system,15.6,4.0,566.0,61.0,acer,intel,11,11,8,hdd,1000.0
39999,dos operating system,15.6,4.0,52.0,8.0,hp,intel,11,11,8,ssd,512.0
76990,64 bit windows 10 operating system,14.0,-1.0,-1.0,-1.0,asus,amd,4,4,8,ssd,1000.0
99900,64 bit windows 11 operating system,14.0,4.5,28.0,3.0,dell,intel,11,11,16,ssd,512.0
160990,64 bit windows 10 operating system,15.6,-1.0,-1.0,-1.0,msi,intel,10,10,16,hdd ssd,1000.0
24990,64 bit windows 11 operating system,11.6,-1.0,-1.0,-1.0,asus,intel,1,1,4,hdd ssd,1000.0
68290,windows 11 operating system,15.6,4.1,8.0,0.0,lenovo,intel,11,11,16,ssd,512.0
36000,dos operating system,15.6,-1.0,-1.0,-1.0,lenovo,intel,11,11,4,hdd,1000.0
68990,64 bit windows 10 operating system,15.6,1.6,23.0,4.0,dell,intel,5,5,8,hdd,1000.0
105890,64 bit windows 11 operating system,14.0,4.8,4.0,0.0,dell,intel,12,12,16,ssd,512.0
54990,64 bit windows 10 operating system,14.0,4.4,2298.0,307.0,asus,intel,8,8,8,ssd,512.0
66666,windows 10 operating system,13.3,-1.0,-1.0,-1.0,hp,intel,11,11,8,ssd,512.0
72990,64 bit windows 11 operating system,17.3,-1.0,-1.0,-1.0,asus,amd,1,1,8,ssd,512.0
57990,64 bit windows 10 operating system,15.6,4.2,116.0,16.0,lenovo,amd,1,1,8,ssd,512.0
187990,windows 11 operating system,16.0,-1.0,-1.0,-1.0,asus,amd,1,1,16,ssd,1000.0
66490,64 bit windows 11 operating system,15.6,-1.0,-1.0,-1.0,dell,intel,12,12,8,ssd,512.0
54450,64 bit windows 10 operating system,15.6,4.1,1235.0,159.0,msi,intel,10,10,8,hdd,1000.0
63308,64 bit windows 11 operating system,15.6,-1.0,-1.0,-1.0,dell,intel,12,12,8,ssd,512.0
107990,windows 11 operating system,15.6,4.0,17.0,4.0,asus,amd,1,1,16,ssd,1000.0
44990,windows 10 operating system,15.6,4.2,4443.0,518.0,redmibook,intel,11,11,8,ssd,512.0
76999,windows 11 operating system,15.6,-1.0,-1.0,-1.0,hp,amd,1,1,8,ssd,512.0
64821,64 bit windows 10 operating system,15.6,3.3,4.0,0.0,lenovo,intel,8,8,8,hdd,2000.0
244801,64 bit windows 10 operating system,14.0,-1.0,-1.0,-1.0,lenovo,intel,8,8,16,ssd,512.0
163990,64 bit windows 10 operating system,13.3,3.3,3.0,1.0,hp,intel,10,10,16,ssd,512.0
68990,64 bit windows 11 operating system,15.6,4.1,187.0,16.0,dell,intel,11,11,16,ssd,512.0
105990,64 bit windows 10 operating system,14.0,4.7,86.0,14.0,lenovo,intel,11,11,16,ssd,512.0
35891,windows 11 operating system,14.0,-1.0,-1.0,-1.0,acer,intel,1,1,4,ssd,256.0
161990,windows 11 operating system,15.6,-1.0,-1.0,-1.0,asus,amd,1,1,16,ssd,1000.0
76990,64 bit windows 10 operating system,15.6,4.4,295.0,71.0,dell,intel,7,7,8,hdd,1000.0
52490,64 bit windows 8 operating system,15.6,3.8,78.0,17.0,lenovo,intel,4,4,8,hdd,1000.0
59490,64 bit windows 10 operating system,15.6,-1.0,-1.0,-1.0,dell,intel,11,11,8,ssd,512.0
101299,64 bit windows 11 operating system,17.0,-1.0,-1.0,-1.0,lg,intel,12,12,8,ssd,512.0
158000,64 bit windows 10 operating system,16.1,-1.0,-1.0,-1.0,hp,intel,11,11,16,ssd,1000.0
66990,64 bit windows 10 operating system,15.6,4.5,1667.0,232.0,msi,intel,9,9,8,ssd,512.0
55190,64 bit windows 11 operating system,15.6,4.0,3.0,0.0,dell,intel,11,11,8,ssd,512.0
189990,64 bit windows 11 operating system,15.6,-1.0,-1.0,-1.0,asus,amd,1,1,16,ssd,1000.0
62890,64 bit windows 10 operating system,14.0,3.8,84.0,13.0,vaio,intel,8,8,8,ssd,512.0
24800,64 bit windows 11 operating system,15.6,4.4,12.0,3.0,acer,intel,1,1,4,ssd,256.0
23990,windows 11 operating system,15.6,-1.0,-1.0,-1.0,ultimus,intel,1,1,4,ssd,256.0
80590,64 bit windows 10 operating system,14.0,4.6,21.0,3.0,msi,intel,11,11,8,ssd,512.0
63490,64 bit windows 11 operating system,15.6,4.1,70.0,7.0,hp,amd,1,1,16,ssd,512.0
73990,64 bit windows 10 operating system,15.6,4.4,38.0,6.0,dell,intel,10,10,16,ssd,512.0
44990,windows 11 operating system,14.0,4.4,21.0,2.0,asus,intel,10,10,8,ssd,512.0
59990,64 bit windows 10 operating system,15.6,4.0,121.0,27.0,acer,intel,8,8,8,hdd,1000.0
39690,64 bit windows 10 operating system,14.96,4.3,4.0,0.0,dell,intel,10,10,8,ssd,256.0
65990,windows 11 operating system,16.0,-1.0,-1.0,-1.0,dell,intel,12,12,8,ssd,512.0
149990,64 bit windows 11 operating system,15.6,4.0,11.0,0.0,dell,intel,12,12,16,ssd,1000.0
138550,windows 10 operating system,12.0,-1.0,-1.0,-1.0,lenovo,intel,10,10,16,ssd,512.0
64990,64 bit windows 10 operating system,15.6,4.5,5145.0,564.0,asus,intel,10,10,8,ssd,512.0
27990,64 bit chrome operating system,14.0,3.8,26.0,3.0,hp,intel,1,1,4,ssd,512.0
231400,64 bit windows 10 operating system,15.6,-1.0,-1.0,-1.0,lenovo,intel,9,9,16,ssd,1000.0
65200,64 bit windows 11 operating system,15.6,4.8,4.0,0.0,acer,intel,12,12,16,ssd,512.0
39643,windows 10 operating system,15.6,3.9,47.0,4.0,hp,intel,10,10,4,hdd,1000.0
34990,64 bit windows 10 operating system,14.0,4.5,79.0,10.0,asus,intel,11,11,4,ssd,256.0
155411,64 bit windows 10 operating system,14.0,-1.0,-1.0,-1.0,lenovo,intel,10,10,16,hdd ssd,512.0
20990,64 bit windows 10 operating system,11.6,3.9,199.0,20.0,asus,intel,1,1,4,hdd ssd,512.0
43500,64 bit windows 11 operating system,15.6,4.0,4.0,0.0,hp,intel,11,11,8,ssd,512.0
56990,64 bit windows 10 operating system,15.6,4.0,21.0,5.0,lenovo,intel,8,8,4,hdd,1000.0
35500,64 bit windows 11 operating system,15.6,-1.0,-1.0,-1.0,dell,intel,1,1,4,ssd,256.0
36600,windows 11 operating system,15.6,4.7,3.0,0.0,hp,amd,1,1,8,hdd,256.0
40499,64 bit windows 10 operating system,15.6,4.3,274.0,42.0,hp,amd,1,1,8,ssd,512.0
56900,64 bit windows 11 operating system,14.0,4.1,27.0,2.0,hp,amd,1,1,16,ssd,512.0
179999,64 bit windows 11 operating system,16.0,-1.0,-1.0,-1.0,lenovo,amd,1,1,32,ssd,1000.0
32990,64 bit windows 11 operating system,15.6,-1.0,-1.0,-1.0,infinix,intel,10,10,8,ssd,512.0
79258,64 bit windows 10 operating system,15.6,4.0,163.0,58.0,acer,intel,8,8,8,hdd,1000.0
69890,64 bit windows 10 operating system,15.6,4.2,6.0,0.0,dell,intel,10,10,8,ssd,512.0
132790,64 bit windows 10 operating system,14.0,-1.0,-1.0,-1.0,asus,intel,10,10,8,ssd,512.0
88990,64 bit windows 10 operating system,15.6,-1.0,-1.0,-1.0,asus,intel,11,11,16,ssd,512.0
85990,64 bit windows 10 operating system,14.0,-1.0,-1.0,-1.0,asus,intel,8,8,8,ssd,512.0
93990,64 bit windows 10 operating system,14.0,-1.0,-1.0,-1.0,asus,intel,10,10,8,hdd,1000.0
174527,64 bit windows 10 operating system,13.3,-1.0,-1.0,-1.0,lenovo,intel,10,10,16,ssd,512.0
127000,64 bit windows 10 operating system,13.3,5.0,2.0,1.0,hp,intel,10,10,8,ssd,512.0
174250,64 bit windows 10 operating system,14.0,-1.0,-1.0,-1.0,lenovo,intel,10,10,16,ssd,512.0
57090,64 bit windows 10 operating system,15.6,4.4,2952.0,364.0,acer,intel,9,9,8,ssd,512.0
50490,64 bit windows 10 operating system,15.6,4.3,569.0,53.0,hp,amd,1,1,8,ssd,512.0
67990,64 bit windows 10 operating system,14.0,4.4,994.0,172.0,asus,intel,8,8,8,hdd ssd,1000.0
165990,64 bit windows 10 operating system,14.0,-1.0,-1.0,-1.0,asus,intel,10,10,16,ssd,1000.0
82990,windows 11 operating system,15.6,-1.0,-1.0,-1.0,hp,amd,1,1,16,ssd,512.0
81998,64 bit windows 10 operating system,14.0,4.0,15.0,3.0,acer,intel,8,8,8,ssd,256.0
187990,64 bit windows 11 operating system,15.6,3.7,6.0,1.0,asus,amd,1,1,16,ssd,1000.0
68180,64 bit windows 11 operating system,16.0,-1.0,-1.0,-1.0,asus,amd,1,1,16,ssd,512.0
45990,64 bit windows 11 operating system,14.0,4.4,3189.0,430.0,msi,amd,1,1,8,ssd,512.0
88990,64 bit windows 11 operating system,15.6,4.7,3.0,0.0,asus,amd,1,1,16,ssd,512.0
66890,64 bit windows 11 operating system,15.6,4.1,41.0,2.0,hp,intel,11,11,8,ssd,512.0
47990,64 bit windows 11 operating system,14.0,4.0,94.0,20.0,nokia,intel,11,11,8,ssd,512.0
19990,windows 11 operating system,14.1,-1.0,-1.0,-1.0,ultimus,intel,1,1,4,ssd,128.0
16990,chrome operating system,11.6,3.5,1386.0,164.0,lenovo,intel,1,1,4,ssd,128.0
419990,64 bit windows 11 operating system,15.6,-1.0,-1.0,-1.0,msi,intel,12,12,32,ssd,2000.0
76990,windows 11 operating system,14.0,-1.0,-1.0,-1.0,hp,intel,12,12,16,ssd,512.0
27990,windows 11 operating system,15.6,3.8,40.0,3.0,hp,amd,1,1,8,ssd,256.0
41990,64 bit windows 10 operating system,15.6,4.0,706.0,142.0,vaio,amd,1,1,8,ssd,512.0
99999,windows 11 operating system,15.6,-1.0,-1.0,-1.0,hp,intel,12,12,16,ssd,512.0
73490,64 bit windows 11 operating system,15.6,3.6,57.0,11.0,msi,intel,12,12,8,ssd,512.0
51990,64 bit windows 10 operating system,14.0,3.8,318.0,59.0,avita,intel,10,10,16,ssd,1000.0
205000,64 bit windows 11 operating system,17.3,-1.0,-1.0,-1.0,msi,intel,12,12,16,ssd,1000.0
67500,64 bit windows 11 operating system,15.6,-1.0,-1.0,-1.0,dell,intel,11,11,16,ssd,512.0
21990,chrome operating system,14.0,3.8,1135.0,167.0,asus,intel,1,1,4,ssd,512.0
37990,64 bit windows 10 operating system,15.6,4.0,1907.0,227.0,asus,intel,10,10,8,hdd,1000.0
54990,windows 11 operating system,14.0,4.5,22.0,5.0,asus,amd,1,1,8,ssd,512.0
40990,64 bit windows 11 operating system,15.6,4.0,801.0,104.0,dell,intel,11,11,8,hdd ssd,1000.0
24540,windows 11 operating system,14.0,-1.0,-1.0,-1.0,asus,intel,1,1,4,ssd,256.0
